award_key,funding_agency_name,awarding_agency_cd,awarding_agency_name,funding_tas,tas_sub_account,fiscal_year,fiscal_qtr,input_version,award_type,award_date,award_description, award_amount ,local_amount,project_name,project_description,project_status,job_creation,Cost Per Job,number_of_jobs,total_fed_arra_received,total_fed_arra_exp,total_infrastructure_exp,infrastrucutre_rationale,pop_state_cd,pop_country_cd,pop_city,pop_latitude,pop_longitude,vendor_duns
113592,Rural Utilities Service,1.20E+03,Rural Utilities Service,12-1232,,2013,4,null,Grant,8/12/2010,"The award in this package will enable Nunn Telephone Company to provide high speed broadband service to rural residents and businesses in North Central Colorado, utilizing Fiber to the Home technologies.","3,879,375",3879375,Nunn Rural Broadband,"As of December 31, 2013, the FTTH project, in terms of placing fiber, was complete.   Construction of Route NW-1 along the I-25 corridor of Carr was completed at the end of October 2013.  In this final month, 43,473 ft. of UD (1.25) duct units were accepted as complete, and fiber totals of 38,660 ft. of BFO48 and 7,786 ft. of BFO24 were installed into this and previously placed duct.  Fifteen hand holes were set, with five splice cases and 107 splices completed.  An extra challenge for this portion of the project was the crossing of 8 major petroleum pipelines in a small area (approx. 600 linear ft).  The final closeout price for this 773 contract was $173,440.  This 773 contract (Number 13-13) has been completed and final invoicing from the contractor was processed.   All previous OSP contracts have been closed out, including 515 contract A-2 and 773 contracts 2013-08 and 2013-09.  All documentation has been provided to enable reimbursement from RUS. A few unconnected homes remain in the service territory, either because the homes are vacant or because of low interest from the property owner.  As opportunities have arisen, Skyrealm has continued the installation of Optical Network Termination (ONT) electronics at subscriber premises.   With the closeout of the BIP project, Nunn Telephone Company has assumed the financial and coordination responsibilities for any new drop and ONT installations. ",Completed,"Construction work involved a full cable placement team of 12 workers, which included contractors, sub-contractors and fiber-splicers.  Internal resources required for this project also included 2 technicians and 1 customer service agent, for a total of 15 jobs during peak construction periods.","258,625.00",15,66185,66185,66185,"An engineering contract in the amount of $573,000 for this project has been secured with Fulton Engineering, Inc.  This contract provides engineering services for 147 OSP, shelter for equipment, central office and remote Fiber To The Home equipment, and Optical Network Termination electronics.  Total engineering expenditures during Q4 2013 were $31,913.  75% of that amount will be covered with the grant portion of our package, which represents $23,935 of the Q4 2013 amount spent on Engineering",CO,US,Nunn,40.704851,-104.780428,
113981,Rural Utilities Service,1.20E+03,Rural Utilities Service,Dec-80,,2013,4,null,Grant,9/30/2010,EXPANSION OF BIG BEND WATER AUTHORITY EXISTING WASTE WATER TREATMENT PLANT AND COLLECTION SYSTEM.,"2,451,860",2451860,WWTO AND COLLECTION EXPANSION,INSTALLING OF GRINDER STATIONS AND TESTING SYSTEM.,More than 50% Completed,"CONSTRUCTION FOREMAN, LABORS, SANTATION, ELECTRIONS, AND DIRECTIONAL BORING","163,457.33",15,1446560.47,1446560.47,1446560.47,PIPES IN GROUND,FL,US,STEINHATCHEE,29.67295091,-83.37322944,
116692,Rural Utilities Service,1.20E+03,Rural Utilities Service,12-1232,,2013,4,1,Grant,9/20/2010,"This award will provide broadband service to consumers in 13 different counties in the Michigan thumb area passing 134,000 households, which are un-served or underserved, by adding over 200 new towers to go along with over 400 miles of fiber optic cable.  This will provide unlimited bandwidth capacity throughout the thumb and enhance broadband access of school districts, hospitals, and government entities in those counties.  ","31,950,000",31950000,Broadband Initiatives Program,"During the fourth quarter in 2013, Air Advantage has used ARRA funds toward equipment on new towers and to upgrade existing towers.  These locations include towers in Brown City and Yale. Over 400 miles of fiber has been completed and has been partially activated in the fourth quarter of 2013. Fiber-related expansion will continue in 2014 when weather permits.",Less Than 50% Completed,"Air Advantage has hired tower installers as well as customer installers whose positions are supported by ARRA funds.  The tower installers are reponsible for tower construction, cabinet installs, and hanging tower equipment.  The customer install crews are responsible for connection, disconnection, installation, and repairs for residential and business customers.","2,130,000.00",15,12781535,12781535,12781535,"This award will provide broadband service to consumers in 13 different counties in the Michigan thumb area passing 134,000 households, which are un-served or underserved, by adding over 200 new towers to go along with over 400 miles of fiber optic cable.  This will provide unlimited bandwidth capacity throughout the thumb and enhance broadband access of school districts, hospitals, and government entities in those counties.  ",MI,US,Frankenmuth,43.341318,-83.740173,
116857,Rural Utilities Service,1.20E+03,Rural Utilities Service,Dec-46,,2013,4,1,Loan,9/20/2010,"This award will provide broadband service to consumers in 13 different counties in the Michigan thumb area passing 134,000 households, which are un-served or underserved, by adding over 200 new towers to go along with over 400 miles of fiber optic cable. This will provide unlimited bandwidth capacity throughout the thumb and enhance broadband access of school districts, hospitals, and government entities in those counties.","32,300,000",32300000,Broadband Initiatives Program,"During the fourth quarter in 2013, Air Advantage has used ARRA funds toward equipment on new towers and to upgrade existing towers.  These locations include towers in Brown City and Yale. Over 400 miles of fiber has been completed and has been partially activated in the fourth quarter of 2013. Fiber-related expansion will continue into 2014 when weather permits.",Less Than 50% Completed,"Air Advantage has hired tower installers as well as customer installers whose positions are supported by ARRA funds.  The tower installers are reponsible for tower construction, cabinet installs, and hanging tower equipment.  The customer install crews are responsible for connection, disconnection, installation, and repairs for residential and business customers.","2,153,333.33",15,12920329,12920329,12920329,"This award will provide broadband service to consumers in 13 different counties in the Michigan thumb area passing 134,000 households, which are un-served or underserved, by adding over 200 new towers to go along with over 400 miles of fiber optic cable. This will provide unlimited bandwidth capacity throughout the thumb and enhance broadband access of school districts, hospitals, and government entities in those counties.",MI,US,Frankenmuth,43.341318,-83.740173,
117446,Rural Utilities Service,1.20E+03,Rural Utilities Service,Dec-46,,2013,4,null,Loan,9/20/2010,"VTel Wireless, Inc (VTW) is a subsidiary of Vermont Telephone Company, Inc. (VTC), proposing to offer a combination of fiber-optic cabling run directly to homes (FTTH) and wireless broadcast to homes and mobile end-users. The wireless portion of the VTW network utilizes several FCC licensed wireless frequencies, including the 700MHz, AWS, BRS, and PCS bands to provide high-speed Internet and telephony services. The FTTH portion utilizes an Active-Fiber design, providing high-speed Internet, video, and telephony services. Through its proposal, VTW intends to serve consumers in rural Vermont and portions of New York, with some incidental wireless coverage into New Hampshire.  Project Description: Wireless Open World (WOW)  VTel Wireless, Inc.is building 4G LTE wireless broadband to  unserved anchor institutions, unserved homes, and unserved businesses throughout Vermont, and parts of NY and NH near VT.  We also propose to extend our use of GigE over active fiber to some regions and institutions.  Total project cost $81,664,754 Grant, $35,166,081 Loan, $30,000,000 Equity","35,166,081",35166081,"Wireless Open World (WOW) by VTel Wireless, Inc.","To date we have received approval for construction contracts on all thirteen of the thirteen exchanges in the project (ine exchange is aerial only).  The total fiber to be constructed is around 1,200 miles, with approximately 930 miles completed. VTel has secured access to fiber cable through an agreement with a supplier for up to 100 miles of cable per month. The new voice switch is installed, running, and passing calls. We continue to migrate services from the old voice switch to the new one. Turn-up of the fiber-to-the-home core electronics equipment is underway and we are nearing the end of construction on the IPTV video head-end.  We have begun cutover for subscribers to the network in four exchanges. The wireless component of the project is progressing with 21 sites on-air; 16 site with a Notice to Proceed status and 20 more under construction.  Wireless site acquisition continues with 8 people engaged full time staff.  The wireless equipment core is installed.  ",Less Than 50% Completed,During the fall we  were working in twelve segments but the bury ban implemented in surounding towns prohibits us from burying cable from Oct - Mar.  We continue to work on aerial construction and on 36 tower sites.  We expect our FTE count to remain relatively low as we beign our 13th segment in Q4.  The majority of the work is and will be for subcontractors as we build hundreds of miles of fiber and wireless infrastructure.,"2,344,405.40",15,16031059.25,20441214.17,20441214.17,"This project will preserve and create jobs for engineering and construction personnel who construct the network. Additionally, the project provides a telecommunications network that can be leveraged by Vermont residents and businesses to allow our communities to gain the benefits of telemedicine, distance learning, eBusiness.  Access to the 'global economy' via the internet will allow small business to develop a wider market and make these 'connected areas' more attractive to prospective business owners.",VT,US,Springfield,43.31793361,-72.50419466,
117463,Rural Utilities Service,1.20E+03,Rural Utilities Service,12-1232,,2013,4,null,Grant,10/19/2010,The proposed project will enable high-speed DSL services throughout the Tohono O'odham reservation with Fiber-to-the-premises and fixed wireless broadband in certain areas.,"3,565,900",3565900,MIDDLE MILE - FIBER TO THE COMMUNITY,"Fiber optic cable has been installed between the communities of Vamori and South Komelic (7.4 miles), and between Big Fields, Cowlic (8.0 miles), to Sil Nayka (10.2 miles)fiber to Cambobi (8.4 miles), and fiber to Queens Well ( 9.7 miles), fiber to Managers Dam (12.7 miles), fiber to Guvo/Keruo ( 15.5 miles), fiber to Cockleburr (7.1 miles), fiber from SanSimon to Pisinemo to Santa Cruz (5.9 miles), fiber from Nolic to Cababi (5.3 miles), fiber from Nine Mile to Chaco (2.1miles), fiber from Guvo/Kerwo to Kuakatch (7.6 miles)fiber from Nine Mile to Ventana (33.2 miles.",More than 50% Completed,Full time construction labor positions.,"237,726.67",15,584692,584692,584692,Extend Broadband Service to rural areas.,AZ,US,SELLS,31.914641,-111.867922,
117537,Rural Utilities Service,1.20E+03,Rural Utilities Service,26-Dec,,2013,4,null,Loan,9/30/2010,EXPANSION OF BIG BEND WATER AUTHORITY EXISTING WASTE WATER TREATMENT AND COLLECTION SYSTEM,"875,000",875000,WWTP AND COLLECTION SYSTEM ,INSTALLING GRINDER PUMPS AND TESTING SYSTEMS,More than 50% Completed,"CONSTRUCTION FOREMAN, LABORS, SANTITATION, ELECTRICIONS, DIRECTIONAL BORING","58,333.33",15,875000,0,0,,FL,US,STEINHATCHEE,29.67295091,-83.37322944,
117611,Rural Utilities Service,1.20E+03,Rural Utilities Service,Dec-46,,2013,4,null,Loan,10/19/2010,The proposed project will enable high-speed DSL services throughout the Tohono O'odham reservation with Fiber-to-the-presmises and fixed wireless broadband in certain areas.,"3,565,900",3565900,MIDDLE MILE - FIBER TO THE COMMUNITY,"Fiber optic cable has been installed between the communities of Vamori and South Komelic (7.4 miles), and between Big Fields, Cowlic (8.0 miles), to Sil Nayka (10.2 miles)fiber to Cambobi (8.4 miles), and fiber to Queens Well ( 9.7 miles), fiber to Managers Dam (12.7 miles), fiber to Guvo/Keruo ( 15.5 miles), fiber to Cockleburr (7.1 miles), fiber from SanSimon to Pisinemo to Santa Cruz (5.9 miles), fiber from Nolic to Cababi (5.3 miles), fiber from Nine Mile to Chaco (2.1miles), fiber from Guvo/Kerwo to Kuakatch (7.6 miles)fiber from Nine Mile to Ventana (33.2 miles.",More than 50% Completed,Full time constuction labor positions.,"237,726.67",15,584692,584692,584692,Extend broadband service to rural areas.,AZ,US,SELLS,31.914641,-111.867922,
125453,Rural Utilities Service,1.20E+03,Rural Utilities Service,26-Dec,,2013,4,null,Loan,8/16/2010,"(Loan Only) Water Only - 09/10 Stimulus.  The specific purpose of this project is to replace our water filtration plant in Freeport Borough and about 18,000 feet of aging waterline. Our existing plant was built in 1919 and much of the waterlines to be replaced are older than that. This project is the last step in a multi-year renovation of our water system. We supply public water service for over 5000 residents in Freeport Borough and Buffalo Township and we are the sole source of water for the growing water system of the South Buffalo Township Municipal Authority. Our service area is the economic engine for this area and that engine runs on water? water supplied from the Municipal Authority of Buffalo Township.  $1,268,000 added to award in July of 2012 after bids came in over budget.  ","6,031,000",6031000,Freeport Filter Plant Renovation Project,"The main plant building is complete and the plant is in operation.  We reveived our operating permit from DEP on October 29th.  The old plant has been demolished and the contractor is building the laboratory, garage, and workshop overtop of the old plant site.  ",Completed,Contractors are still working on the construction of the plant.  The new waterline work has been completed.  ,"402,066.67",15,6031000,6031000,6031000,"Replacing a 1.25 MGD Potable Water Treatment Plant and around 2,800 ft of waterline located in Freeport, PA.",PA,US,Sarver,0,0,
103382,Rural Utilities Service,1.20E+03,Rural Utilities Service,12-1232,,2013,4,null,Grant,6/22/2010,"The Northeast Service Cooperative in partnership with state & local agencies, schools & health care organizations will implement a middle mile project to make dark fiber, wavelength services available to private sector providers in rural areas of northeast Minnesota. The project will improve access to critical education & health care services to 20,000 households which lack broadband services.","21,749,110",21749110,NE MN Middle Mile Fiber Project,"Northeast Middle Mile Quarterly activities include Outside Plant inspection engineering related to site inspection and permits.  Review of staking sheets and clean up/restoration for 2011 cable placement.  Construction on OTN is still incomplete for 11 sites and currently on hold with the contractor. NESC is currently working on scheduling and preparing for equipment installations and fiber terminations.  NESC experienced flooding in the southern parts of Carlton County.  The outcomes of the effects/damages to any of the OTN buildings and cable placement has yet to be defined.  NESC is currently still working under the existing 515 Contract for outside plant to complete all necessary RUS Requirements.  Pending contracts include Optical Transport Network, Optical Switching, DC Battery Plant, Fiber Testing and Fiber locating.  NESC recently submitted an updated budget to USDA which was approved on May 18th, 2012.  This USDA approval of the budge gives us the ability to move forward with contract approvals and release of funds.  We are still currently working on 2012 permits related to regulatory and ROW and will be submitting additional 515 Contracts for 2012 to RUS for review and approval.  Additionally we have set up a process for next steps on connecting to the project related to inside wiring and electronics and equipment readiness and continue to meet with anchor tenants who want to connect to the project.",More than 50% Completed,"In house engineering, professional services from Architectural Resources and Global Broadband Solutions.  Fiber Splicing & Outside Plant construction","1,461,633.74",14.88,19213914.97,19213914.97,19213914.97,ARRA Broadband Middle Mile Fiber Construction,MN,US,Mountain Iron,47.51754403,-92.59360585,
106302,Rural Utilities Service,1.20E+03,Rural Utilities Service,Dec-46,,2013,4,null,Loan,6/22/2010,"The Northeast Service Cooperative in partnership with state & local agencies, schools & health care organizations will implement a middle mile project to make dark fiber, wavelength services available to private sector providers in rural areas of northeast Minnesota. The project will improve access to critical education & health care services to 20,000 households which lack broadband services.","21,749,110",21749110,NE MN Middle Mile Project,"Northeast Middle Mile Quarterly activities include Outside Plant inspection engineering related to site inspection and permits.  Review of staking sheets and clean up/restoration for 2011 cable placement.  Construction on OTN is still incomplete for 11 sites and currently on hold with the contractor. NESC is currently working on scheduling and preparing for equipment installations and fiber terminations.  NESC experienced flooding in the southern parts of Carlton County.  The outcomes of the effects/damages to any of the OTN buildings and cable placement has yet to be defined.  NESC is currently still working under the existing 515 Contract for outside plant to complete all necessary RUS Requirements.  Pending contracts include Optical Transport Network, Optical Switching, DC Battery Plant, Fiber Testing and Fiber locating.  NESC recently submitted an updated budget to USDA which was approved on May 18th, 2012.  This USDA approval of the budge gives us the ability to move forward with contract approvals and release of funds.  We are still currently working on 2012 permits related to regulatory and ROW and will be submitting additional 515 Contracts for 2012 to RUS for review and approval.  Additionally we have set up a process for next steps on connecting to the project related to inside wiring and electronics and equipment readiness and continue to meet with anchor tenants who want to connect to the project.",More than 50% Completed,"In house engineering, professional services with Architectural Resources and Global Broadband Solutions. Fiber splicing & Outside Plant Construction","1,461,633.74",14.88,19213914.97,19213914.97,19213914.97,ARRA Broadband Middle Mile Fiber Construction,MN,US,Mountain Iron,47.51754403,-92.59360585,
110076,Rural Utilities Service,1.20E+03,Rural Utilities Service,Dec-80,,2013,4,1,Grant,5/7/2010,"(Combo Loan & Grant) Water Only - 09/10 Stimulus -The Town of Rose Hill - Water Distribution System Rehabilitation project proposes to rehabilitate the existing system by constructing one (1) new supply well, one (1) 300,000 gallon elevated storage tank, replacing 2' thru 12' PVC waterlines throughout the existing system, and installing an automated meter reading system.","1,736,000",1736000,2009 Water System Improvements,"Phase II (Funded by USDA ARRA funds)- Permits have been obtained; easements and encroachments are in hand and the project is under construction. 95% of the project has been completed; the elevated tank has been constructed. Paint, controls and SCADA are complete. Punchlist of the tank is complete. Delays to closeout of the project have been encountered due to locating existing lines and valves in order to abandon them. The contractor has completed all work less punchlist items. The contractor has sumbitted a claim for addtional costs of overhead due to delays encountered during the project. This has been denied by the engineer, but contractor is pursuing through mediation.",More than 50% Completed,"Currently, all of the FTE's represented here are related to the work of our consulting engineer and the contractors for the construction of the water system improvements part of this project.  Note that the water supply well construction (through ARRA funds where NCDENR is the prime recipient) is complete.  All FTEs associated with administrative, engineering and contractor construction activities for the water supply well project were reported separately to NCDENR, Public Water Supply Section. The FTEs reported here are for the USDA (ARRA) funded Water Distribution System Improvements and Elevated Water Tank (engineering and construction). Jobs included in this report included those from 3rd qurater 2013 since a report was not able to be submitted due to the 'Government Shutdown'. Jobs last quarter were 10.77 and this quarter were 4.01.","116,745.12",14.87,1354541.59,1354541.59,1305731.75,"Preserve & create jobs, promote economic recovery and invest in infrastructure with long-term economic benefits",NC,US,Rose Hill,34.81657467,-78.069081,
89662,Department of Health and Human Services,7500,Department of Health and Human Services,75-0131,,2013,4,1,Grant,3/15/2010,"The State HIE Cooperative Agreement will build capacity for exchaning health information across the health care system both within and across state, eventually leading to nationwide interoperability.  Awardees are responsible for developing a statewide health information exchange, increasing connectivity, and enabiling patient-centric information flow to improve the quality and efficiency of care.","8,375,000",3185739.99,Iowa e-Health Project,"Iowa e-Health continues its progress to provide Iowans with Health Information Exchange (HIE) using both Directed Exchange and Query Based Exchange.  The roll out of the Query Based Exchange (Patient Look0up)has begun. Three of the four largest health systems in Iowa are moving to production to begin the go live process. The fourth is expecting a software fix in January to allow them to do the same. Including those and independent hospitals, 36%of Iowa's hospitals (42 of 118) are currently covered by signed IHIN participation agreements and the total number of active participation agreements is greater than 60 representing over 300 site/clinic locations and more than 1000 individual accounts for Direct Messaging.  The State HIE Cooperative Agreement will build capacity for exchaning health information across the health care system both within and across state, eventually leading to nationwide interoperability.  Awardees are responsible for developing a statewide health information exchange, increasing connectivity, and enabiling patient-centric information flow to improve the quality and efficiency of care.",More than 50% Completed,"The following includes a list of job types, hours, and FTE that were supported by ARRA this quarter: Top Executives  hours - 1004  FTE - 1.93 Advertising, Marketing, Promotions, Public Relations, and Sales Managers  hours - 86  FTE - 0.17 Operations Specialties Managers  hours - 553  FTE - 1.06 Other Management Occupations  hours - 640  FTE - 1.23 Computer Occupations  hours - 5380  FTE - 10.35 ","568,181.82",14.74,5887755.93,6059120.66,,,IA,US,DES MOINES,41.5849133,-93.6321011,
108284,Department of Energy,8900,Department of Energy,89-0331,,2013,4,1,Grant,5/7/2010,Chrysler objectives align with DOE objectives. Chrysler aims to demonstrate a 25% improvement in combined City FTP and Highway fuel economy for the award-winning Chrysler minivan. This fuel economy improvement is intended to be demonstrated while maintaining comparable vehicle performance to the state-of-the-art gasoline port fuel-injected 4.0L V6 baseline reference engine. Chrysler can accelerate the development of engine and powertrain systems for light-duty vehicles capable of attaining breakthrough thermal efficiencies while meeting future emissions standards.,"14,458,572",10117315,A MultiAir/MultiFuel Approach to Enhancing Engine System Efficiency,"The following activities are either in process or have been completed during the third quarter (4Q) 2013: • Engine 1 - Dynamometer Cell A6 o Completed 1005 hours of run time. o Baseline mapping completed to better control dual turbo and EGR systems. o Calibration efforts continued during this quarter. • Engine 2 - E-wing Cell o Completed 180 hours of testing. o First hill and 505 emissions test cycles were complete. o Continue running cold start and full FTP cycle tests to refine calibration for fuel economy and emissions. • Engine 3 - Vehicle #1 o Hardware installed: ? Transmission ? Transmission Oil Heater (TOH) ? Power Steering o Instrumentation completed.  To accommodate the extensive instrumentation, was installed in the Stow-n-Go compartment. • Engine 4 – Dynamometer Cell A5 o Completed 340 hours of run time. o Simulated cold starts run with secondary air pump active to evaluate different combinations of bypass systems. o Bypass valves being tried to improve the catalyst light-off time. • Engine 5 – Vehicle #2 o Complete and being installed in 2nd vehicle. • Argonne National Laboratory continues work on modeling for the gasoline Direct Injections system using Reynolds-average Navier-Stokes (RANS) to improve the model. • Two 7-pendulum crankshafts have been produced.  First installed in an adapted 2.4L production engine.  Vibration testing underway.  Second crankshaft delivered for installation in vehicle. ",More than 50% Completed,Program and Project Management • Engineers • Test Cell Operator • Engine Build Technician • Prototype Machinist • Mathematician • Engine Combustion Simulation Specialist • Procurement Specialist,"980,907.19",14.74,11367247,12117741,0,,MI,US,Auburn Hills,42.655242,-83.232263,
79226,National Institutes of Health,7529,National Institutes of Health,75-0850,,2013,4,1,Contract,9/4/2009,"The Cancer Human Biobank (caHUB) - This is a national, standardized , biospecimen resource for the collection of human tissues which are a critical resource for cancer research.  Contracts will be established with medical research adn healthcare entities to collect cancer biospecimens according to stringent standard operating procedures.  This will ensure the quality and uniformity of biospecimens with more meaningful molecular analysis data.  The ARRA funding is intended to allow caHUB to establish a solid foundation in the initial 2 years and a basis for growth and continued development.                                                    ","60,000,000",16029907.2,,"During the last period to following effort was accomplished: - work in caHUB continued with collections ongoing from 4 BSSs for the Pre-analytical Variables phase II study with 1686 cases screened of which 278 were consented, resulting in 30 completed cases banked.  The Biorepository Informatics Management System was launched and the newly enhanced 5.2 version of the caHUB Comprehensive Data Resource was released.   - St. Jude Children’s Hospital is doing verification, validation and discovery of findings in TARGET’s Acute Lymphoblastic Leukemia.  There were a number of mutations discovered during the pilot phase.  The next phase of molecular characterization of the genome and transcriptome is underway.   - The NCCCP Subcontract close-out activities were completed and the internal audit activities continue.  The remaining balances were added to the 4 open subcontracts with $2M ARRA funding.  Work continues.  - All shipments from awarded sites were completed in December.  As of December, 126 proposals reviewed, 120 BOAs awarded, 97 Task Orders awarded to allow for specimen shipment, and 3078 cases shipped to NCH.    - NCH shipped over 700 tumor tissue cases to the Genome Characterization Centers and Genome Sequencing Centers in the past 5 months (July through November 2013), and is projected to ship approximately 1,000 cases over the next 5 months.  NCH received 566 new tumor tissue cases in November and distributed 211 cases to the Genome Characterization Centers and Genome Sequencing Centers. TCGA tissue accrual will end on December 31, 2013.  NCH has been also developing XSD revision 2.7 for biospecimen and clinical data.  Subcontractor FTEs - 15.95 created, 100.89 retained ",More than 50% Completed,"The Clinical Services Program's primary mission is to perform sequential studies of immune function in patients with cancer, AIDS, chronic granulomatous disease or other diseases associated with immunologic dysfunction.  Positions created for this project include Program and Bioinformatics Analysts, a Physician, Technical Project Managers, Systems Administrator, Clinical Project Managers, a Validation Engineer IV, an IT Manager, Program Manager, and a Secretary. The Program and Bioinformatics Analysts provide direct  support to the caHUB efforts.  Responsibilities include assisting with the management of select comprehensive programmatic requirements and communication efforts for caHUB projects and initiatives within the Research and Development, tissue procurement, and Operations Teams. The Physician will establish several subcontracts with hospitals, academic institutions, and commercial entities to supply needed tumor, normal and fresh blood samples.  Responsibilities include crafting SOW’s for the subcontracts and interacting with pathologists that are located at tissue source sites.  The Technical Project Manager will oversee subcontractor use of and adherence to sound project management practices as applied to their individual projects.  Also will develop and apply project management practices for the creation of the technical components of software development in Statements of Work to be included in Requests for Proposals (RFPs), evaluation of proposals received in response to RFPs by Source Evaluation Groups, the instantiation of subcontracts once awarded, and the tracking of subcontract performance over time.  The System Administrator will review SOWs for bioinformatics components; serving as the Contracting Officers Technical representative (COTR) for contracts that are primarily bioinformatics related; serving as informatics experts as part of overall caHUB development and execution program management team; input and assessment for all caHUB tool choices; design of a comprehensive caHUB Enterprise architecture; prototyping of the caHUB pilot system; support for integration of caHUB infrastructure at biospecimen source sites. The Clinical Project Manger is responsible for directing and managing project management personnel and activities associated with support to the caHUB efforts and for managing the comprehensive and programmatic activities. Responsibilities include implementing program strategies and coordinating with the OBBR Operations Team, molecular validation, storage and distribution of high quality biospecimens, as well as the comprehensive databank that incorporates clinical data, specimen collection/handling data, and molecular analysis data. Collaborates with the NCI Office of the Director, the NCI Project Officer and subcontracted technical experts/organizations to assure success of the program’s mission and goals. The Validation Engineer will provide Quality Assurance (QA) support. The IT Manager is responsibilities include review of SOWs; serving as the Contracting Officers Technical representative (COTR) for contracts. The Program Manager is responsible for managing administrative concerns of the Program by performing a variety of high level administrative functions that include planning and implementation of overall Program strategies, budgeting, auditing, purchasing, safety, space management and planning, facilities concerns and the overall coordination of Program level functions.  The Secretary is responsible for developing travel requests, assisting in the procurement process of new employees, creating and maintaining procurement information, and assisting in assignment of office staff and the procurement of supplies consistent with SAIC-F policies.","4,081,632.65",14.7,36930223.46,,,,MD,US,Frederick,39.46903749,-77.45402317,
92711,Department of Energy,8900,Department of Energy,89-0331,,2013,4,1,Grant,2/4/2010,"Toda America Incorporated (Toda) seeks to become an integral part of the U.S.’s battery manufacturing industry. As a current cathode materials supplier to the leading lithium ion (Li-ion) battery manufacturers worldwide, Toda is poised to play a major role in the rapid and successful development of the U.S.based Li-ion battery manufacturing industry and the electrification of the automobile.   The principal objective of this project is to: Establish a high-volume Advanced Battery Supplier Manufacturing Facility in the U.S. in order to become a strong and supportive strategic supply partner to the U.S. advanced battery industry. Toda will establish its U.S. plant, as part of a longer-term commitment in the U.S. This facility will develop and produce oxide materials for cathodes to serve both existing Toda customers and emerging players in this rapidly developing industry.  ","35,000,000",35000000,Advanced Cathode Material Production Facility,"Normal business operations and production of cathode materials on Line 1 continues in CY 4Q, 2013.  Due to market conditions, Toda has revised its schedule for the next phase of capacity expansion to satrt in 1Q 2014. ",Less Than 50% Completed,"As of Decembe 31, 2013, Toda America has created and retained 29.27 direct full time jobs at the Battle Creek Michigan facility.  14.64 of these jobs can be attributed to DOE's 50% cost share contribution. ","2,390,710.38",14.64,16246870.72,16246870.72,0,,MI,US,Battle Creek,42.336353,-85.273896,
96019,National Institutes of Health,7529,National Institutes of Health,75-0847,847,2013,4,1,Grant,3/25/2010," This application for NIH ARRA funds seeks to expand, improve, and consolidate space for laboratories, lab support, training, and related administration on the entire 23rd floor of the Annenberg Tower (Ann-23). The proposed project will support translational research at Mount Sinai School of Medicine by fully renovating Ann- 23, to improve functionality of laboratories, lab support, and administrative space. The requested renovations will affect 18,621 net square feet (29,500 gross square feet) and increase active research space from the current 57% of the floor to 73%. The floor currently supports $3.2 million in active grants. Immediate benefits of the proposed renovations will include relocation of peers and collaborators to the floor bringing an additional $1 million in active grants (total $4.2 million). Based on MSSM's current research-density benchmarks, the lab space created by the proposed improvements can support a projected additional $0.5 million in future research funding. The specific aims for this project are: o Expand laboratory space to accommodate ongoing growth of the research enterprise. o Redistribute functions so that ratio of lab, support, and office areas is in line with current standards. o Consolidate multi-disciplined programs to contiguous open lab space to improve safety, communication, administration, and training. o Expand BSL2+ core facility. o Support other program expansion in backfill spaces. Ann-23 is currently home to more than 85 staff, including PIs, postdocs, research fellows, research coordinators, administrative and other support staff. After the proposed improvements administrative space will be relocated to other floors resulting in an additional 42 research staff (127 people total) working on the floor. By consolidating, streamlining, and expanding laboratory space, the proposed project will enable Mount Sinai to strengthen the collaborations already under way by co-location of investigators working together on projects, and serve as a catalyst for new collaborations and joint programs, particularly in HIV-associated nephropathy, which is a shared focus of all the researchers to be housed on the floor. ","9,989,340",9989340,IMPROVING ANNENBERG 23 IN SUPPORT OF TRANSLATIONAL RESEARCH ,As defined in the Award Description field,More than 50% Completed,"3 Fire Guards, 1 Administrative Support, 1 Apprentice, 1 Architect/Principal Incharge, 1 Carpenter, 1 Driver, 7 Electricians, 2 Facilities&Design Project Managers, 7 Foremen, 11 Housekeepers/Facilities Keepers, 10 Journeymen, 2 Laborers, 1 Locksmith, 18 Mechanics, 1 Move Consultant, 2 Plumbers, 1 Project Architector, 2 Project Managers, 6 Security Officers, 1 Senior Engineer, 1 Senior Field Inspector, 1 Senior Project Manager, 1 Suprintendent, and 2 Technicians.","683,265.39",14.62,8291389.04,8291389.04,0,,NY,US,New York,40.79311086,-73.94454874,
